id,localizacion,latitud,longitud,magnitud,time,profundidad,mes,ano,estado,estatus,hora,minuto
705,80 km al SUROESTE de CD HIDALGO,14.29,-92.78,5.2,0.192395833,20,11,1992,CHIS,revisado,4,37
706,156 km al SUROESTE de CIHUATLAN,18.39,-105.75,5.3,0.138402778,48,12,1992,JAL,revisado,3,19
707,124 km al SURESTE de CD HIDALGO,13.68,-91.62,5.3,0.215104167,70,12,1992,CHIS,revisado,5,9
708,17 km al NOROESTE de CACAHOATAN,15.11,-92.27,5,0.84025463,100,2,1993,CHIS,revisado,20,9
709,137 km al NORESTE de GUERRERO NEGRO,28.85,-113.08,5,0.0934375,10,3,1993,BCS,revisado,2,14
710,125 km al NORESTE de GUERRERO NEGRO,28.71,-113.11,5.8,0.097858796,10,3,1993,BCS,revisado,2,20
711,60 km al NORESTE de LAS GUACAMAYAS,18.31,-101.73,5.3,0.613877315,12,3,1993,MICH,revisado,14,43
712,54 km al SUROESTE de COALCOMAN,18.41,-103.5,5,0.487337963,10,3,1993,MICH,revisado,11,41
713,42 km al OESTE de TECPAN,17.18,-101.02,5.3,0.179340278,8,3,1993,GRO,revisado,4,18
714,45 km al SUROESTE de OMETEPEC,16.43,-98.74,5.8,0.881701389,20,5,1993,GRO,revisado,21,9
715,41 km al SUROESTE de OMETEPEC,16.47,-98.72,6,0.883287037,15,5,1993,GRO,revisado,21,11
716,135 km al SUR de CD HIDALGO,13.49,-92.45,5,0.023819444,14,5,1993,CHIS,revisado,0,34
717,140 km al SUROESTE de CD HIDALGO,13.57,-92.77,5,0.226122685,5,6,1993,CHIS,revisado,5,25
718,103 km al SUROESTE de HUIXTLA,14.44,-93.1,5.2,0.989479167,30,6,1993,CHIS,revisado,23,44
719,54 km al SUROESTE de HUIXTLA,14.82,-92.85,5,0.896041667,79,7,1993,CHIS,revisado,21,30
720,18 km al NORTE de TECPAN,17.38,-100.65,5,0.595150463,43,7,1993,GRO,revisado,14,17
721,46 km al NOROESTE de OMETEPEC,17.08,-98.53,5.1,0.806111111,32,8,1993,GRO,revisado,19,20
722,178 km al SUROESTE de CIHUATLAN,18.25,-105.89,5,0.008252315,16,8,1993,JAL,revisado,0,11
723,50 km al SURESTE de COALCOMAN,18.44,-102.85,5,0.296006944,9,8,1993,MICH,revisado,7,6
724,124 km al SUROESTE de CD HIDALGO,13.8,-92.87,5.4,0.886134259,37,9,1993,CHIS,revisado,21,16
725,65 km al SUROESTE de TAPACHULA,14.643,-92.804,6.7,0.274363426,47,9,1993,CHIS,revisado,6,35
726,71 km al SUROESTE de TAPACHULA,14.56,-92.81,5.1,0.287743056,33,9,1993,CHIS,revisado,6,54
727,92 km al SUROESTE de HUIXTLA,14.5,-93.02,5.2,0.117858796,70,9,1993,CHIS,revisado,2,49
728,134 km al SUROESTE de CD HIDALGO,13.73,-92.92,5.5,0.4778125,16,9,1993,CHIS,revisado,11,28
729,126 km al SUROESTE de CD HIDALGO,13.8,-92.89,5.7,0.54087963,17,9,1993,CHIS,revisado,12,58
730,44 km al SUROESTE de HUIXTLA,14.8,-92.687,7.2,0.550659722,34,9,1993,CHIS,revisado,13,12
731,120 km al SUROESTE de CD HIDALGO,13.7,-92.64,5,0.572881944,17,9,1993,CHIS,revisado,13,44
732,124 km al SUROESTE de CD HIDALGO,13.97,-93.04,5,0.610520833,19,9,1993,CHIS,revisado,14,39
733,90 km al SUROESTE de CD HIDALGO,13.98,-92.58,5,0.692592593,83,9,1993,CHIS,revisado,16,37
734,132 km al SUROESTE de CD HIDALGO,13.9,-93.08,5,0.808969907,6,9,1993,CHIS,revisado,19,24
735,126 km al SUROESTE de CD HIDALGO,13.98,-93.07,5,0.961574074,7,9,1993,CHIS,revisado,23,4
736,115 km al SUROESTE de CD HIDALGO,14,-92.96,5.2,0.974525463,7,9,1993,CHIS,revisado,23,23
737,71 km al SUROESTE de CD HIDALGO,14.3,-92.68,5.5,0.562361111,22,9,1993,CHIS,revisado,13,29
738,108 km al SURESTE de CD HIDALGO,14.09,-91.35,5.4,0.890856481,9,9,1993,CHIS,revisado,21,22
739,150 km al SUROESTE de CD HIDALGO,13.74,-93.16,5.2,0.916261574,24,9,1993,CHIS,revisado,21,59
740,106 km al SUROESTE de CD HIDALGO,14.13,-92.96,5,0.834537037,13,9,1993,CHIS,revisado,20,1
741,134 km al SUROESTE de HUIXTLA,14.31,-93.38,5.1,0.959224537,98,9,1993,CHIS,revisado,23,1
742,157 km al SUROESTE de CD HIDALGO,13.99,-93.43,6.3,0.340925926,5,9,1993,CHIS,revisado,8,10
743,175 km al SUROESTE de CD HIDALGO,13.79,-93.49,5.1,0.363865741,20,9,1993,CHIS,revisado,8,43
744,130 km al SUR de CD HIDALGO,13.53,-92.42,5.3,0.409953704,51,9,1993,CHIS,revisado,9,50
745,221 km al OESTE de CIHUATLAN,18.85,-106.62,5.4,0.090115741,10,9,1993,JAL,revisado,2,9
746,156 km al SUR de SALINA CRUZ,14.78,-95.01,6.4,0.51931713,13,9,1993,OAX,revisado,12,27
747,88 km al SUR de CD HIDALGO,13.89,-92.04,5.2,0.79912037,9,10,1993,CHIS,revisado,19,10
748,125 km al SURESTE de CD HIDALGO,13.61,-91.78,5,0.569583333,14,10,1993,CHIS,revisado,13,40
749,138 km al SUROESTE de CD HIDALGO,13.74,-93,5,0.056261574,50,10,1993,CHIS,revisado,1,21
750,129 km al SUROESTE de CD HIDALGO,13.86,-93,5,0.148344907,19,10,1993,CHIS,revisado,3,33
751,40 km al OESTE de OMETEPEC,16.767,-98.767,6.6,0.077997685,30,10,1993,GRO,revisado,1,52
752,130 km al SUROESTE de PINOTEPA NACIONAL,15.63,-99.02,5.8,0.76162037,15,11,1993,OAX,revisado,18,16
753,220 km al SUROESTE de MAPASTEPEC,13.86,-94.14,5.5,0.850763889,60,11,1993,CHIS,revisado,20,25
754,63 km al ESTE de MIAHUATLAN,16.44,-96.01,5,0.751400463,59,2,1994,OAX,revisado,18,2
755,9 km al SURESTE de TEPELMEME,17.82,-97.3,5.4,0.342951389,53,2,1994,OAX,revisado,8,13
756,33 km al NORESTE de UNION HIDALGO,16.6,-94.55,5.1,0.7403125,73,3,1994,OAX,revisado,17,46
757,116 km al SUROESTE de CD HIDALGO,13.93,-92.9,5,0.551296296,42,3,1994,CHIS,revisado,13,13
758,42 km al SURESTE de VENUSTIANO CARRANZA,15.984,-92.432,6.8,0.619050926,160,3,1994,CHIS,revisado,14,51
759,108 km al SUROESTE de GUASAVE,24.77,-109.07,5.4,0.847430556,10,3,1994,SIN,revisado,20,20
760,36 km al ESTE de RODOLFO SANCHEZ T(MRO),31.74,-116.19,5,0.874467593,10,3,1994,BC,revisado,20,59
761,92 km al SUROESTE de MAPASTEPEC,14.7,-93.29,5,0.620219907,40,3,1994,CHIS,revisado,14,53
762,32 km al SUROESTE de CD HIDALGO,14.59,-92.43,5.5,0.484016204,5,4,1994,CHIS,revisado,11,36
763,365 km al SUROESTE de PUERTO VALLARTA,19.57,-108.54,5.1,0.15681713,20,5,1994,JAL,revisado,3,45
764,125 km al SUROESTE de CD HIDALGO,14.22,-93.21,5.1,0.951331019,21,5,1994,CHIS,revisado,22,49
765,43 km al SUR de CD ALTAMIRANO,17.97,-100.67,5.8,0.820648148,20,5,1994,GRO,revisado,19,41
766,117 km al SUR de PUERTO ESCONDIDO,14.83,-97.31,6.1,0.650497685,19,7,1994,OAX,revisado,15,36
767,67 km al ESTE de CRUCECITA,15.64,-95.52,5,0.969270833,11,8,1994,OAX,revisado,23,15
768,115 km al SUROESTE de CD HIDALGO,13.88,-92.83,5.1,0.635960648,15,8,1994,CHIS,revisado,15,15
769,35 km al ESTE de MATIAS ROMERO,16.81,-94.72,5,0.711122685,115,8,1994,OAX,revisado,17,4
770,41 km al ESTE de TLACOLULA,17.02,-96.1,5.4,0.376585648,22,8,1994,OAX,revisado,9,2
771,55 km al NORESTE de CRUCECITA,15.97,-95.67,5.1,0.955810185,15,9,1994,OAX,revisado,22,56
772,285 km al SUROESTE de ZIHUATANEJO,15.42,-102.9,5.6,0.133009259,5,10,1994,GRO,revisado,3,11
773,22 km al SUROESTE de COYUCA DE BENITEZ,16.88,-100.25,5,0.447268519,49,10,1994,GRO,revisado,10,44
774,118 km al SUROESTE de PIJIJIAPAN,14.9,-93.95,5.1,0.474236111,10,10,1994,CHIS,revisado,11,22
775,76 km al SUROESTE de CD HIDALGO,14.27,-92.72,5,0.953587963,22,12,1994,CHIS,revisado,22,53
776,37 km al NORTE de ZIHUATANEJO,17.98,-101.52,6.6,0.428935185,53,12,1994,GRO,revisado,10,17
777,96 km al SUROESTE de PINOTEPA NACIONAL,15.85,-98.79,5.3,0.099837963,16,12,1994,OAX,revisado,2,23
778,137 km al SUROESTE de PINOTEPA NACIONAL,15.3,-98.75,5.2,0.109212963,15,12,1994,OAX,revisado,2,37
779,91 km al SUROESTE de PINOTEPA NACIONAL,15.75,-98.65,5,0.168645833,25,12,1994,OAX,revisado,4,2
780,109 km al SURESTE de SALINA CRUZ,15.3,-94.75,5.1,0.112152778,82,12,1994,OAX,revisado,2,41
781,129 km al SUROESTE de CD HIDALGO,14.01,-93.13,5,0.720300926,19,1,1995,CHIS,revisado,17,17
782,89 km al SUROESTE de CD HIDALGO,14.44,-92.94,5.2,0.796597222,25,1,1995,CHIS,revisado,19,7
783,108 km al SUR de CD HIDALGO,13.72,-91.96,5.2,0.433842593,12,1,1995,CHIS,revisado,10,24
784,34 km al NOROESTE de MOTOZINTLA,15.56,-92.49,5,0.530625,110,3,1995,CHIS,revisado,12,44
785,385 km al SUROESTE de PUERTO VALLARTA,19.01,-108.5,5.3,0.422534722,15,5,1995,JAL,revisado,10,8
786,494 km al SURESTE de CD HIDALGO,12.167,-88.372,6.5,0.216550926,27,6,1995,CHIS,revisado,5,11
787,53 km al NORTE de LA PAZ,24.62,-110.26,6.3,0.249259259,10,6,1995,BCS,revisado,5,58
788,27 km al NORTE de LA PAZ,24.38,-110.25,5.8,0.320625,10,6,1995,BCS,revisado,7,41
789,101 km al ESTE de LORETO,26.16,-110.35,6.5,0.19875,10,8,1995,BCS,revisado,4,46
790,130 km al SUROESTE de TONALA,15,-94.23,5.8,0.700636574,20,9,1995,CHIS,revisado,16,48
791,163 km al SUROESTE de PIJIJIAPAN,14.71,-94.35,5.5,0.476261574,15,9,1995,CHIS,revisado,11,25
792,27 km al SUR de TONALA,15.85,-93.81,5,0.672604167,71,9,1995,CHIS,revisado,16,8
793,15 km al NORESTE de TONALA,16.13,-93.62,5.1,0.002106481,20,9,1995,CHIS,revisado,0,3
794,29 km al NOROESTE de OMETEPEC,16.752,-98.667,7.3,0.336493056,21,9,1995,GRO,revisado,8,4
795,48 km al SUROESTE de OMETEPEC,16.3,-98.62,5.1,0.888958333,10,9,1995,GRO,revisado,21,20
796,131 km al SUR de CD HIDALGO,13.53,-92.46,5.1,0.24837963,47,9,1995,CHIS,revisado,5,57
797,72 km al SUROESTE de MAPASTEPEC,14.91,-93.28,5.1,0.068356481,60,9,1995,CHIS,revisado,1,38
798,77 km al SUROESTE de MANZANILLO,18.53,-104.8,5.3,0.967638889,137,10,1995,COL,revisado,23,13
799,10 km al SURESTE de MANZANILLO,18.993,-104.245,8,0.399930556,25,10,1995,COL,revisado,9,35
800,127 km al OESTE de CIHUATLAN,19.24,-105.77,5,0.501377315,5,10,1995,JAL,revisado,12,1
801,30 km al SUROESTE de MANZANILLO,18.89,-104.54,5,0.655706019,12,10,1995,COL,revisado,15,44
802,54 km al SUROESTE de MANZANILLO,18.62,-104.56,5.1,0.754328704,9,10,1995,COL,revisado,18,6
803,21 km al SURESTE de COQUIMATLAN,19.04,-103.7,6.1,0.453518519,11,10,1995,COL,revisado,10,53
804,146 km al OESTE de LAS VARAS,21.19,-106.54,5.1,0.888055556,15,10,1995,NAY,revisado,21,18
805,11 km al NORESTE de EL GRULLO,19.87,-104.14,5.1,0.512604167,100,10,1995,JAL,revisado,12,18
806,72 km al OESTE de CIHUATLAN,19.27,-105.25,5.3,0.709826389,74,10,1995,JAL,revisado,17,2
807,12 km al NOROESTE de OCOZOCOAUTLA,16.811,-93.474,7.1,0.860393519,160,10,1995,CHIS,revisado,20,38
808,38 km al SUROESTE de OMETEPEC,16.35,-98.51,5.3,0.36662037,27,10,1995,GRO,revisado,8,47
809,94 km al SUROESTE de PUERTO VALLARTA,19.8,-105.5,5.3,0.680844907,14,11,1995,JAL,revisado,16,20
810,118 km al OESTE de CIHUATLAN,19.27,-105.68,5.1,0.735081019,14,11,1995,JAL,revisado,17,38
811,116 km al SUROESTE de CIHUATLAN,18.96,-105.63,6.2,0.339861111,16,12,1995,JAL,revisado,8,9
812,118 km al SUROESTE de CIHUATLAN,18.94,-105.64,5.7,0.549791667,72,12,1995,JAL,revisado,13,11
813,136 km al SUROESTE de CIHUATLAN,18.73,-105.74,6,0.572337963,21,12,1995,JAL,revisado,13,44
814,279 km al SUROESTE de PUERTO VALLARTA,18.92,-107.21,5.2,0.205324074,15,12,1995,JAL,revisado,4,55
815,35 km al SUROESTE de HUETAMO,18.43,-101.16,5.3,0.661423611,30,12,1995,MICH,revisado,15,52
816,41 km al NORESTE de LA MIRA,18.39,-102.23,5.3,0.281354167,21,1,1996,MICH,revisado,6,45
817,158 km al SUROESTE de CD HIDALGO,13.82,-93.32,5,0.171458333,15,1,1996,CHIS,revisado,4,6
818,52 km al SUR de PINOTEPA NACIONAL,15.88,-97.98,7.1,0.880775463,15,2,1996,OAX,revisado,21,8
819,52 km al SUR de RIO GRANDE,15.55,-97.53,5.1,0.889236111,16,2,1996,OAX,revisado,21,20
820,102 km al SUROESTE de RIO GRANDE,15.42,-98.16,5.1,0.928518519,13,2,1996,OAX,revisado,22,17
821,54 km al SUR de PINOTEPA NACIONAL,15.86,-98.13,5.6,0.137465278,17,2,1996,OAX,revisado,3,17
822,88 km al SUROESTE de RIO GRANDE,15.48,-98.04,5.3,0.352361111,13,2,1996,OAX,revisado,8,27
823,71 km al SUROESTE de RIO GRANDE,15.54,-97.88,5,0.363958333,5,2,1996,OAX,revisado,8,44
824,58 km al SUROESTE de RIO GRANDE,15.77,-97.92,5.7,0.817731481,14,2,1996,OAX,revisado,19,37
825,86 km al SUROESTE de RIO GRANDE,15.35,-97.86,5,0.064965278,7,2,1996,OAX,revisado,1,33
826,45 km al SURESTE de SAN MARCOS,16.52,-99.08,5.3,0.627997685,18,3,1996,GRO,revisado,15,4
827,93 km al SUROESTE de LOS MOCHIS,25.01,-109.33,5,0.396944444,10,3,1996,SIN,revisado,9,31
828,59 km al SUR de RIO GRANDE,15.49,-97.55,6,0.467118056,15,3,1996,OAX,revisado,11,12
829,82 km al SUROESTE de PUERTO ESCONDIDO,15.2,-97.42,5.3,0.953703704,16,3,1996,OAX,revisado,22,53
830,68 km al SUR de PUERTO ESCONDIDO,15.27,-97.22,5.3,0.505949074,7,3,1996,OAX,revisado,12,8
831,26 km al SUROESTE de PINOTEPA NACIONAL,16.21,-98.25,5.5,0.274166667,7,3,1996,OAX,revisado,6,34
832,62 km al SURESTE de TLACOLULA,16.61,-96.02,5,0.904930556,39,3,1996,OAX,revisado,21,43
833,172 km al SUROESTE de MAPASTEPEC,14.12,-93.74,5.3,0.96255787,8,3,1996,CHIS,revisado,23,6
834,148 km al SUROESTE de MAPASTEPEC,14.36,-93.71,5.4,0.00755787,6,4,1996,CHIS,revisado,0,10
835,162 km al SUROESTE de MAPASTEPEC,14.2,-93.7,5.2,0.708865741,13,4,1996,CHIS,revisado,17,0
836,59 km al SUROESTE de PETATLAN,17.11,-101.6,5.6,0.078877315,17,4,1996,GRO,revisado,1,53
837,53 km al SUROESTE de CIHUATLAN,18.83,-104.82,5.3,0.704328704,16,5,1996,JAL,revisado,16,54
838,68 km al SUROESTE de CD HIDALGO,14.46,-92.74,5,0.578032407,32,6,1996,CHIS,revisado,13,52
839,17 km al ESTE de PETATLAN,17.5,-101.12,6.6,0.683032407,22,7,1996,GRO,revisado,16,23
840,8 km al ESTE de PETATLAN,17.54,-101.2,5.1,0.136643519,20,7,1996,GRO,revisado,3,16
841,85 km al ESTE de LORETO,26.19,-110.52,5.1,0.501319444,10,9,1996,BCS,revisado,12,1
842,64 km al ESTE de CACAHOATAN,14.87,-91.58,5,0.621944444,165,9,1996,CHIS,revisado,14,55
843,71 km al NORESTE de LORETO,26.48,-110.86,5,0.589618056,10,10,1996,BCS,revisado,14,9
844,69 km al SUR de CD HIDALGO,14.06,-92.21,5.3,0.154363426,43,10,1996,CHIS,revisado,3,42
845,200 km al SUROESTE de PUERTO VALLARTA,19.42,-106.67,5,0.172824074,35,11,1996,JAL,revisado,4,8
846,81 km al SUROESTE de CD HIDALGO,14.03,-92.5,5.2,0.910428241,15,12,1996,CHIS,revisado,21,51
847,179 km al SUROESTE de PIJIJIAPAN,14.49,-94.33,5,0.744490741,5,12,1996,CHIS,revisado,17,52
848,99 km al SUR de CD HIDALGO,13.79,-92.01,5,0.053784722,17,12,1996,CHIS,revisado,1,17
849,141 km al SURESTE de CD HIDALGO,13.75,-91.26,5.3,0.868587963,49,12,1996,CHIS,revisado,20,50
850,44 km al OESTE de PIJIJIAPAN,15.61,-93.61,5.6,0.278981481,5,12,1996,CHIS,revisado,6,41
851,43 km al NOROESTE de LA MIRA,18.34,-102.58,7.1,0.603078704,40,1,1997,MICH,revisado,14,28
852,110 km al SUROESTE de ELDORADO,23.87,-108.33,5,0.376597222,24,1,1997,SIN,revisado,9,2
853,47 km al OESTE de LA MIRA,17.94,-102.76,5.6,0.653587963,25,1,1997,MICH,revisado,15,41
854,15 km al NOROESTE de PINOTEPA NACIONAL,16.44,-98.15,5.6,0.638865741,18,1,1997,OAX,revisado,15,19
855,34 km al SUROESTE de LA MIRA,17.91,-102.62,5,0.449699074,23,1,1997,MICH,revisado,10,47
856,50 km al NOROESTE de SAN JOSE DEL CABO,23.45,-109.95,5,0.595497685,31,2,1997,BCS,revisado,14,17
857,192 km al SURESTE de CD HIDALGO,13.85,-90.59,5,0.890451389,12,2,1997,CHIS,revisado,21,22
858,39 km al SUROESTE de ACATLAN DE OSORIO,17.98,-98.33,5.1,0.640636574,30,4,1997,PUE,revisado,15,22
859,82 km al SURESTE de CD HIDALGO,14.05,-91.75,5.1,0.334247685,21,4,1997,CHIS,revisado,8,1
860,272 km al SUROESTE de PUERTO VALLARTA,18.96,-107.15,6.9,0.276111111,15,5,1997,JAL,revisado,6,37
861,12 km al NORTE de ATOYAC DE ALVAREZ,17.32,-100.44,5.1,0.457280093,12,5,1997,GRO,revisado,10,58
862,147 km al SUROESTE de CD HIDALGO,13.86,-93.22,5,0.148229167,30,5,1997,CHIS,revisado,3,33
863,67 km al SUROESTE de CD HIDALGO,14.1,-92.33,5,0.269907407,32,5,1997,CHIS,revisado,6,28
864,317 km al OESTE de CIHUATLAN,18.6,-107.5,5.2,0.987418981,20,5,1997,JAL,revisado,23,41
865,265 km al OESTE de CIHUATLAN,18.92,-107.06,5.3,0.418796296,4,5,1997,JAL,revisado,10,3
866,61 km al NORESTE de LAS GUACAMAYAS,18.41,-101.81,6,0.11869213,59,5,1997,MICH,revisado,2,50
867,96 km al SURESTE de CD HIDALGO,14.09,-91.5,5,0.592638889,16,5,1997,CHIS,revisado,14,13
868,58 km al SUROESTE de PINOTEPA NACIONAL,15.86,-98.26,6.7,0.390381944,15,7,1997,OAX,revisado,9,22
869,50 km al SUROESTE de PINOTEPA NACIONAL,15.91,-98.2,5.1,0.530324074,15,7,1997,OAX,revisado,12,43
870,40 km al SUROESTE de AHOME,25.6,-109.36,5.6,0.214606481,20,7,1997,SIN,revisado,5,9
871,125 km al SURESTE de CD HIDALGO,13.94,-91.27,5.1,0.83337963,65,8,1997,CHIS,revisado,20,0
872,12 km al SUR de ACAPULCO,16.76,-99.88,5,0.80099537,28,8,1997,GRO,revisado,19,13
873,232 km al SURESTE de CD HIDALGO,13.56,-90.33,5.1,0.384918981,69,8,1997,CHIS,revisado,9,14
874,78 km al SUROESTE de PINOTEPA NACIONAL,15.89,-98.61,5.2,0.443275463,6,9,1997,OAX,revisado,10,38
875,168 km al SUROESTE de CD HIDALGO,13.35,-92.91,5.3,0.296006944,18,9,1997,CHIS,revisado,7,6
876,113 km al SUROESTE de CD HIDALGO,14.07,-92.99,5.2,0.347523148,157,9,1997,CHIS,revisado,8,20
877,17 km al SURESTE de COMITAN,16.12,-92.06,5,0.478321759,3,9,1997,CHIS,revisado,11,28
878,148 km al SUROESTE de HUIXTLA,14.18,-93.43,5.2,0.511458333,22,9,1997,CHIS,revisado,12,16
879,133 km al SURESTE de CD HIDALGO,13.86,-91.25,5.2,0.662881944,16,11,1997,CHIS,revisado,15,54
880,388 km al SUROESTE de PUERTO VALLARTA,19.54,-108.77,5.3,0.0178125,32,11,1997,JAL,revisado,0,25
881,173 km al SURESTE de SAN FELIPE,29.7,-113.88,5.5,0.402013889,10,11,1997,BC,revisado,9,38
882,110 km al SURESTE de CD HIDALGO,13.88,-91.54,5.6,0.372789352,12,12,1997,CHIS,revisado,8,56
883,169 km al SURESTE de CD HIDALGO,13.73,-90.92,5,0.58943287,26,12,1997,CHIS,revisado,14,8
884,178 km al SURESTE de CD HIDALGO,13.79,-90.77,5.4,0.676655093,45,12,1997,CHIS,revisado,16,14
885,100 km al SURESTE de SAN MARCOS,15.95,-99.05,5.3,0.238912037,4,12,1997,GRO,revisado,5,44
886,127 km al SURESTE de SAN MARCOS,15.7,-99.04,6,0.242002315,16,12,1997,GRO,revisado,5,48
887,260 km al ESTE de CD HIDALGO,14.67,-89.74,6.1,0.376539352,152,12,1997,CHIS,revisado,9,2
888,44 km al SUR de PETATLAN,17.14,-101.24,5.5,0.97369213,5,12,1997,GRO,revisado,23,22
889,160 km al SURESTE de CD HIDALGO,13.99,-90.85,6.1,0.169363426,81,12,1997,CHIS,revisado,4,3
890,165 km al SURESTE de CD HIDALGO,14.13,-90.73,5,0.304085648,13,12,1997,CHIS,revisado,7,17
891,152 km al SUR de CD HIDALGO,13.32,-92.37,5.8,0.677951389,70,12,1997,CHIS,revisado,16,16
892,42 km al SURESTE de CD HIDALGO,14.37,-91.93,6.6,0.097291667,55,1,1998,CHIS,revisado,2,20
893,12 km al SURESTE de S PEDRO POCHUTLA,15.69,-96.37,6.4,0.876400463,33,2,1998,OAX,revisado,21,2
894,108 km al SUR de CD HIDALGO,13.73,-91.93,6.7,0.850486111,16,3,1998,CHIS,revisado,20,24
895,17 km al SURESTE de CD HIDALGO,14.55,-92.07,5.2,0.928761574,41,3,1998,CHIS,revisado,22,17
896,4 km al SUR de S PEDRO POCHUTLA,15.71,-96.47,5.2,0.068321759,12,3,1998,OAX,revisado,1,38
897,52 km al SUROESTE de PINOTEPA NACIONAL,16.05,-98.43,5.3,0.925636574,5,3,1998,OAX,revisado,22,12
898,181 km al SUROESTE de CD HIDALGO,13.55,-93.37,5.5,0.975405093,36,3,1998,CHIS,revisado,23,24
899,61 km al SURESTE de CD HIDALGO,14.22,-91.84,5.3,0.342175926,69,4,1998,CHIS,revisado,8,12
900,41 km al NORESTE de CRUCECITA,15.91,-95.78,5,0.960138889,13,4,1998,OAX,revisado,23,2
901,44 km al SUROESTE de HUETAMO,18.37,-101.21,5.9,0.749502315,66,4,1998,MICH,revisado,17,59
902,22 km al SUR de LAS CHOAPAS,17.72,-94.14,5,0.263634259,47,4,1998,VER,revisado,6,19
903,91 km al SURESTE de CD HIDALGO,14.35,-91.38,5.5,0.279456019,40,5,1998,CHIS,revisado,6,42
904,26 km al SUROESTE de PETATLAN,17.34,-101.41,5.2,0.502233796,18,5,1998,GRO,revisado,12,3
905,174 km al SURESTE de CD HIDALGO,13.78,-90.83,6.4,0.045833333,15,5,1998,CHIS,revisado,1,6
906,154 km al SURESTE de CD HIDALGO,13.81,-91.03,5.1,0.830729167,5,5,1998,CHIS,revisado,19,56
907,33 km al SUR de PETATLAN,17.25,-101.35,5.3,0.529074074,14,5,1998,GRO,revisado,12,41
908,45 km al SUROESTE de TONALA,15.82,-94.07,6.2,0.764074074,16,6,1998,CHIS,revisado,18,20
909,47 km al SUROESTE de TONALA,15.83,-94.11,5.4,0.881805556,17,6,1998,CHIS,revisado,21,9
910,20 km al SUR de COYUCA DE BENITEZ,16.83,-100.12,5.2,0.621608796,5,7,1998,GRO,revisado,14,55
911,121 km al SUROESTE de ELDORADO,23.9,-108.47,5.6,0.626099537,16,7,1998,SIN,revisado,15,1
912,43 km al SUROESTE de PETATLAN,17.25,-101.54,5.4,0.014722222,5,7,1998,GRO,revisado,0,21
913,42 km al SUR de ATOYAC DE ALVAREZ,16.83,-100.44,5.4,0.132951389,4,7,1998,GRO,revisado,3,11
914,363 km al SUROESTE de PUERTO VALLARTA,19.23,-108.38,5.2,0.49431713,5,8,1998,JAL,revisado,11,51
915,104 km al SUR de CD HIDALGO,13.74,-92.22,5,0.240462963,45,10,1998,CHIS,revisado,5,46
916,80 km al NORESTE de SAN JOSE DEL CABO,23.36,-109,5.5,0.366018519,36,11,1998,BCS,revisado,8,47
917,102 km al SUR de CD HIDALGO,13.76,-92.24,5.1,0.397384259,29,12,1998,CHIS,revisado,9,32
918,161 km al OESTE de TUXPAN,21.68,-106.83,5.1,0.470439815,14,2,1999,NAY,revisado,11,17
919,182 km al SUROESTE de MAZATLAN,22.04,-107.63,5.1,0.046979167,16,3,1999,SIN,revisado,1,7
920,310 km al SURESTE de CD HIDALGO,13.89,-89.39,5,0.598148148,20,3,1999,CHIS,revisado,14,21
921,58 km al SUROESTE de RIO GRANDE,15.54,-97.67,5.1,0.233969907,12,4,1999,OAX,revisado,5,36
922,185 km al SUR de SALINA CRUZ,14.56,-94.78,5.8,0.737164352,16,5,1999,OAX,revisado,17,41
923,120 km al SUR de CD HIDALGO,13.59,-92.14,6.4,0.717141204,50,5,1999,CHIS,revisado,17,12
924,14 km al NOROESTE de GPE VICTORIA(KM.43),32.37,-115.22,5,0.429178241,5,6,1999,BC,revisado,10,18
925,29 km al SUROESTE de S GABRIEL CHILAC,18.133,-97.539,7,0.654212963,63,6,1999,PUE,revisado,15,42
926,42 km al NOROESTE de ZIHUATANEJO,17.99,-101.72,6.2,0.529918981,54,6,1999,GRO,revisado,12,43
927,129 km al NORESTE de SAN JOSE DEL CABO,23.77,-108.71,5.1,0.364872685,10,7,1999,BCS,revisado,8,45
928,53 km al NORESTE de UNION HIDALGO,16.83,-94.49,5,0.701909722,108,7,1999,OAX,revisado,16,50
929,15 km al NORTE de COALCOMAN,18.91,-103.19,5.1,0.966469907,75,8,1999,MICH,revisado,23,11
930,22 km al NORESTE de PUERTO ESCONDIDO,16.056,-97.004,7.4,0.480011574,39,9,1999,OAX,revisado,11,31
931,88 km al ESTE de CD HIDALGO,14.74,-91.34,5,0.189513889,5,10,1999,CHIS,revisado,4,32
932,281 km al SUR de CABO SAN LUCAS,20.36,-109.71,5.6,0.031770833,10,11,1999,BCS,revisado,0,45
933,60 km al ESTE de CD HIDALGO,14.54,-91.61,6,0.498275463,136,12,1999,CHIS,revisado,11,57
934,44 km al NOROESTE de ZIHUATANEJO,18.02,-101.68,6.1,0.972060185,82,12,1999,GRO,revisado,23,19
935,50 km al SUR de VENUSTIANO CARRANZA,15.89,-92.57,5,0.208148148,253,1,2000,CHIS,revisado,4,59
936,157 km al SURESTE de CD HIDALGO,13.36,-91.62,5,0.158668981,28,2,2000,CHIS,revisado,3,48
937,267 km al OESTE de CIHUATLAN,18.76,-107.05,5.6,0.437268519,13,2,2000,JAL,revisado,10,29
938,287 km al OESTE de CIHUATLAN,18.65,-107.22,5,0.438460648,33,2,2000,JAL,revisado,10,31
